num_zon,nom_localidade,num_local,nom_local,des_endereco,num_cep,nom_bairro,num_secao,qtd_aptos
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,13,182
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,14,176
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,15,174
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,18,173
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,39,183
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,40,182
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,42,185
1,VITÓRIA,1112,MINISTÉRIO DA ECONOMIA - ES ,"RUA PIETRÂNGELO DE BIASE, 56",29010190,CENTRO,584,174
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,47,246
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,48,240
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,51,241
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,59,244
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,61,246
1,VITÓRIA,1147,CMEI ERNESTINA PESSOA,"R. LOREN RENO, 115",29020755,CENTRO,627,241
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,918,234
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,919,237
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,920,238
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,921,236
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,922,236
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,923,237
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,924,236
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,925,238
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,926,240
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,927,240
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,928,237
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,929,241
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,930,239
1,VITÓRIA,2267,EEEFM  AFLORDÍZIO ,"RUA ENGENHEIRO RUBENS BLEY, S/N",29047170,DA PENHA,932,238
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,938,310
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,939,300
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,940,305
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,941,308
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,942,302
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,943,305
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,944,303
1,VITÓRIA,2283,EMEF ZILDA ANDRADE,"AV. PROF. HERMÍNIO BLACKMAN, 778",29047200,DA PENHA,945,297
1,VITÓRIA,2275,EMEF CUSTÓDIA DIAS DE CAMPOS,"R. SANTA RITA DE CÁSSIA, S/N",29042260,DE LOURDES,933,274
1,VITÓRIA,2275,EMEF CUSTÓDIA DIAS DE CAMPOS,"R. SANTA RITA DE CÁSSIA, S/N",29042260,DE LOURDES,934,354
1,VITÓRIA,2275,EMEF CUSTÓDIA DIAS DE CAMPOS,"R. SANTA RITA DE CÁSSIA, S/N",29042260,DE LOURDES,935,350
1,VITÓRIA,2275,EMEF CUSTÓDIA DIAS DE CAMPOS,"R. SANTA RITA DE CÁSSIA, S/N",29042260,DE LOURDES,936,367
1,VITÓRIA,2275,EMEF CUSTÓDIA DIAS DE CAMPOS,"R. SANTA RITA DE CÁSSIA, S/N",29042260,DE LOURDES,937,379
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,433,333
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,435,327
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,436,327
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,515,326
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,541,331
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,569,326
1,VITÓRIA,1970,CMEI ODILA SIMÕES,"RUA SÃO JOÃO, 639",29025280,DO QUADRO,608,316
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,62,358
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,63,346
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,64,356
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,65,352
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,66,347
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,67,340
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,68,352
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,628,338
1,VITÓRIA,1180,COLÉGIO SALESIANO N. SRª ,"AV. VITÓRIA, 950",29010580,FORTE SÃO JOÃO,1060,337
1,VITÓRIA,1228,EMEF JOSÉ ÁUREO MONJARDIM,"LAD. MODESTO DE SÁ CAVALCANTE, 163",29042560,FRADINHOS,92,272
1,VITÓRIA,1228,EMEF JOSÉ ÁUREO MONJARDIM,"LAD. MODESTO DE SÁ CAVALCANTE, 163",29042560,FRADINHOS,93,338
1,VITÓRIA,1228,EMEF JOSÉ ÁUREO MONJARDIM,"LAD. MODESTO DE SÁ CAVALCANTE, 163",29042560,FRADINHOS,579,349
1,VITÓRIA,1228,EMEF JOSÉ ÁUREO MONJARDIM,"LAD. MODESTO DE SÁ CAVALCANTE, 163",29042560,FRADINHOS,912,290
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,476,392
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,477,390
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,478,395
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,577,409
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,592,396
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,638,396
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,658,394
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,672,406
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,913,409
1,VITÓRIA,1856,EMEF PROFª.  MARIA STELLA DE ,"RUA OITO DE JUNHO, 302",29031336,GRANDE VITÓRIA,1061,393
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,954,362
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,955,350
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,956,358
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,957,360
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1045,331
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1046,332
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1047,328
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1048,329
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1049,326
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1050,331
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1051,332
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1052,330
1,VITÓRIA,2429,FACULDADE DOCTUM (ANTES ,"AVENIDA VITÓRIA, 2703, VITÓRIA/ES",29045160,HORTO,1053,327
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,482,180
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,483,377
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,484,372
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,485,383
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,505,395
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,542,381
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,614,380
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,618,186
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,1055,359
1,VITÓRIA,1945,EMEF ELIANE RODRIGUES DOS ,"RUA FELICIDADE CORRÊA DOS SANTOS, 620",29032118,ILHA DAS CAIEIRAS,1073,182
1,VITÓRIA,2461,EEEFM ELZA LEMOS ANDREATTA,"RUA AMADEU MUNIZ CORREA, 100",29032120,ILHA DAS CAIEIRAS,1077,377
1,VITÓRIA,2461,EEEFM ELZA LEMOS ANDREATTA,"RUA AMADEU MUNIZ CORREA, 100",29032120,ILHA DAS CAIEIRAS,1082,374
1,VITÓRIA,2461,EEEFM ELZA LEMOS ANDREATTA,"RUA AMADEU MUNIZ CORREA, 100",29032120,ILHA DAS CAIEIRAS,1087,106
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,95,352
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,96,352
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,97,351
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,99,354
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,100,353
1,VITÓRIA,1244,EMEF PADRE ANCHIETA,"RUA JOÃO SANTOS FILHO, 295",29051145,ILHA DE SANTA MARIA,102,341
1,VITÓRIA,1732,EMEF CASTELO BRANCO,"RUA JUREMA BARROSO, 130",29020430,ILHA DO PRÍNCIPE,419,289
1,VITÓRIA,1732,EMEF CASTELO BRANCO,"RUA JUREMA BARROSO, 130",29020430,ILHA DO PRÍNCIPE,420,311
1,VITÓRIA,1732,EMEF CASTELO BRANCO,"RUA JUREMA BARROSO, 130",29020430,ILHA DO PRÍNCIPE,537,317
1,VITÓRIA,1732,EMEF CASTELO BRANCO,"RUA JUREMA BARROSO, 130",29020430,ILHA DO PRÍNCIPE,626,306
1,VITÓRIA,1740,EMEF MOACYR AVIDOS,"RUA JUREMA BARROSO, 58",29020430,ILHA DO PRÍNCIPE,422,258
1,VITÓRIA,1740,EMEF MOACYR AVIDOS,"RUA JUREMA BARROSO, 58",29020430,ILHA DO PRÍNCIPE,423,258
1,VITÓRIA,1740,EMEF MOACYR AVIDOS,"RUA JUREMA BARROSO, 58",29020430,ILHA DO PRÍNCIPE,424,259
1,VITÓRIA,1740,EMEF MOACYR AVIDOS,"RUA JUREMA BARROSO, 58",29020430,ILHA DO PRÍNCIPE,426,265
1,VITÓRIA,1740,EMEF MOACYR AVIDOS,"RUA JUREMA BARROSO, 58",29020430,ILHA DO PRÍNCIPE,427,263
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,468,405
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,469,400
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,470,398
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,471,402
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,511,406
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,598,403
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,630,398
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,651,395
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,1076,368
1,VITÓRIA,2445,EMEF HELOISA ABREU JUDICE DE ,"RUA MANOEL FERREIRA CONSTANTINO, 400",29023177,INHANGUETÁ,1081,362
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,958,171
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,959,241
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,960,239
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,961,246
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,962,241
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,963,244
1,VITÓRIA,2313,CMEI RUBENS DUARTE DE ,"RUA DANIEL ABREU MACHADO, 765",29047540,ITARARÉ,964,172
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1026,360
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1027,348
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1028,360
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1029,362
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1030,361
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1031,354
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1032,404
1,VITÓRIA,2402,EMEF OTTO EWALD JÚNIOR,"RUA DANIEL ABREU MACHADO, 542",29047545,ITARARÉ,1056,340
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1033,313
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1034,312
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1035,321
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1036,318
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1037,322
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1038,319
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1039,314
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1040,323
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1041,316
1,VITÓRIA,2410,EMEF CECILIANO ABEL DE ALMEIDA - ,"RUA DR.ARLINDO SODRÉ, 416",29047500,ITARARÉ,1042,318
